title, date, location, link, category, price
The Battle of Waterloo Remembered,Thu| Jun 18| 14:00,Hyde Park Corner Tube Station|London|SW1X 7TA|,https://www.eventbrite.co.uk/e/the-battle-of-waterloo-remembered-tickets-88395741041?aff=ebdssbdestsearch,community,£9 - £12
Up The Cally,Thu| Jul 23| 14:00,Outside Kings Cross Station|Euston Road|London|N1 9AL|,https://www.eventbrite.co.uk/e/up-the-cally-tickets-97050256931?aff=ebdssbdestsearch,community,£9 - £12
2020 update on Hammersmith Bridge & traffic-free Royal Parks,Sat| Apr 18| 11:30,Rutland Arms|15 Lower Mall| Hammersmith|London|W6 9DJ|,https://www.eventbrite.com/e/2020-update-on-hammersmith-bridge-traffic-free-royal-parks-tickets-96996931433?aff=ebdssbdestsearch,community,Free
Kings Cross Ghostsigns - social history told through advertising,Wed| May 20| 18:30,Kings Cross|London|N1 9NR|,https://www.eventbrite.co.uk/e/kings-cross-ghostsigns-social-history-told-through-advertising-tickets-95830169617?aff=ebdssbdestsearch,community,£9 - £12
藝起逛倫敦市特區( City of London )古城小巷故事！ 中文導覽,Sun| May 17| 14:30,citizenM Tower of London|40 Trinity Square|London|EC3N 4DJ|,https://www.eventbrite.co.uk/e/city-of-london-tickets-46501468143?aff=ebdssbdestsearch,community,£35
The Mum Club Breakfast Club London October,Thu| Oct 8| 10:00,No 11 Pimlico Road|11 Pimlico Road|London|SW1W 8NA|,https://www.eventbrite.co.uk/e/the-mum-club-breakfast-club-london-october-tickets-97053414375?aff=ebdssbdestsearch,community,£35.08
The Mum Club Breakfast Club London August,Thu| Aug 27| 10:00,No 11 Pimlico Road|11 Pimlico Road|London|SW1W 8NA|,https://www.eventbrite.co.uk/e/the-mum-club-breakfast-club-london-august-tickets-97053269943?aff=ebdssbdestsearch,community,£35.08
The Mum Club Breakfast Club London July,Thu| Jul 16| 10:00,No 11 Pimlico Road|11 Pimlico Road|London|SW1W 8NA|,https://www.eventbrite.co.uk/e/the-mum-club-breakfast-club-london-july-tickets-97053213775?aff=ebdssbdestsearch,community,£35.08
SINGLE MUSLIM MARRIAGE MATRIMONIAL EVENT FOR ADULT,Sat| May 30| 13:00,Osmani Centre|58 Underwood Road|London|E1 5AW|,https://www.eventbrite.co.uk/e/single-muslim-marriage-matrimonial-event-for-adult-tickets-96348736665?aff=ebdssbdestsearch,community,£20 - £30
The Interracial Brunch,Sat| May 30| 11:00,Timber Lodge|Honour Lea Avenue|London|E20 1DY|,https://www.eventbrite.co.uk/e/the-interracial-brunch-tickets-97944038255?aff=ebdssbdestsearch,community,£20 - £32.50
Railway Ephemera document display,Fri| May 29| 14:00,The National Archives|Bessant Drive|Richmond|TW9 4DU|,https://www.eventbrite.co.uk/e/railway-ephemera-document-display-tickets-93931480587?aff=ebdssbdestsearch,community,Free
Keeping Conflict Healthy,Sun| Apr 26| 16:30,The Pirate Castle|Oval Road|Camden|London|,https://www.eventbrite.co.uk/e/keeping-conflict-healthy-tickets-94813025311?aff=ebdssbdestsearch,community,Free
DIY Christmas Art Market,Sat| Dec 12| 11:00,Rich Mix|35-47 Bethnal Green Road|London|E1 6LA|,https://www.eventbrite.co.uk/e/diy-christmas-art-market-tickets-97305993847?aff=ebdssbdestsearch,community,Free
Il Quartiere - Tales From Italian Clerkenwell,Wed| Jun 10| 18:30,Farringdon Underground|39 Cowcross St|London|EC1M|,https://www.eventbrite.co.uk/e/il-quartiere-tales-from-italian-clerkenwell-tickets-90719407189?aff=ebdssbdestsearch,community,£9 - £12
Archive Research Workshop,Thu| Apr 30| 09:00,The National Archives|Bessant Drive|Kew|TW9 4DU|,https://www.eventbrite.co.uk/e/archive-research-workshop-tickets-98410433255?aff=ebdssbdestsearch,community,Free
NCL Test 1A,Tue| Nov 24| 19:00 + 2 more events,Northfield Library|Northfields Ave|Ealing|W5 4UA|,https://www.eventbrite.co.uk/e/ncl-test-1a-tickets-94619791343?aff=ebdssbdestsearch,community,Free
Soho Act of Remembrance #AAR 2020,Thu| Apr 30| 17:00,Admiral Duncan|54 Old Compton Street|London|W1D 4UB|,https://www.eventbrite.co.uk/e/soho-act-of-remembrance-aar-2020-tickets-62801551130?aff=ebdssbdestsearch,community,Free
A family summer fair & craft fair,Sat| Aug 29| 12:00,Stoke Newington Methodist Church|106A Stoke Newington High Street|Hackney|London|,https://www.eventbrite.co.uk/e/a-family-summer-fair-craft-fair-tickets-91883422791?aff=ebdssbdestsearch,community,Free
A Victorian Christmas in Islington,Sat| Dec 12| 14:00,Angel Tube Station|Islington|London|EC1V  1NE|,https://www.eventbrite.co.uk/e/a-victorian-christmas-in-islington-tickets-87802023215?aff=ebdssbdestsearch,community,£9 - £12
Catalyst Thinks,Mon| Apr 20| 18:00,The RSA (Royal Society of Arts| Manufactures and Commerce)|8 John Adam Street|London|WC2N 6EZ|,https://www.eventbrite.co.uk/e/catalyst-thinks-tickets-97722016181?aff=ebdssbdestsearch,community,Free
Commons Ties 12,Fri| Nov 13| 18:30,Mary Seacole Centre|Clapham Library|91 Clapham High Street|London|,https://www.eventbrite.com/e/commons-ties-12-tickets-91551752757?aff=ebdssbdestsearch,community,Free
Draft Local Plan drop-in public engagement event Leyton 140720,Tue| Jul 14| 18:00,The Score Centre|100 Oliver Road|Leyton|E10 5JY|,https://www.eventbrite.co.uk/e/draft-local-plan-drop-in-public-engagement-event-leyton-140720-tickets-95891611391?aff=ebdssbdestsearch,community,Free
A Celebration for Christmas Gift day & Craft Fair,Sat| Dec 12| 12:00,Stoke Newington Methodist Church|106A Stoke Newington High Street|Hackney|London|,https://www.eventbrite.co.uk/e/a-celebration-for-christmas-gift-day-craft-fair-tickets-91891948291?aff=ebdssbdestsearch,community,Free
Six Islington Squares,Wed| May 13| 19:00,Outside Highbury & Islington Tube Station|Highbury Corner|London|N5 1RA|,https://www.eventbrite.co.uk/e/six-islington-squares-tickets-97053013175?aff=ebdssbdestsearch,community,£9 - £12
DJÚ&CÓ: LUSO-YOUTH EMPOWERMENT FORUM,Sat| Apr 18| 10:00,SOAS University of London|10 Thornhaugh Street|London|WC1H 0XG|,https://www.eventbrite.co.uk/e/djuco-luso-youth-empowerment-forum-tickets-97736052163?aff=ebdssbdestsearch,community,From £8.68
InspiralLondon Segment 15/14 – Part Canal| River Runs & Waterways,Sun| May 31| 14:00,Palmers Green Train Station - Great Northern Rail|Aldermans Hill|London|N13 4PN|,https://www.eventbrite.com/e/inspirallondon-segment-1514-part-canal-river-runs-waterways-tickets-97005218219?aff=ebdssbdestsearch,community,Donation
Sessions - 6. Plants,Sat| Apr 11| 12:00,SE2 9AN|Lakeside Centre|Bazalgette Way|London|,https://www.eventbrite.co.uk/e/sessions-6-plants-tickets-79035634711?aff=ebdssbdestsearch,"community,charity-and-causes",Free
Art Deco Holloway – architectural delights of the 1930s,Fri| May 22| 14:00,Holloway Road|London|N7 6LJ|,https://www.eventbrite.co.uk/e/art-deco-holloway-architectural-delights-of-the-1930s-tickets-95568569163?aff=ebdssbdestsearch,community,£9 - £12
Plant Cuttings & Propagation Workshop,Sat| May 9| 11:00,The Jetty|Greenwich Peninsula|London|SE10 0FL|,https://www.eventbrite.co.uk/e/plant-cuttings-propagation-workshop-tickets-91464307205?aff=ebdssbdestsearch,"community,science-and-tech,charity-and-causes",Donation
Architecture and power: Pennethorne's London,Sat| Jun 13| 15:00,The National Archives • Richmond,https://www.eventbrite.co.uk/e/architecture-and-power-pennethornes-london-tickets-93952373077?aff=ebdssbdestsearch,community,Check event for more detail
Unlocking the Medieval Medicine Cabinet,Mon| Jun 1| 18:00,The Worshipful Society of Apothecaries|Black Friars Ln|London|EC4V 6EJ|,https://www.eventbrite.co.uk/e/unlocking-the-medieval-medicine-cabinet-tickets-63064398313?aff=ebdssbdestsearch,community,Free
SoLo Craft Fair: Dulwich Spring Market,Sat| Apr 25| 11:00,St. Barnabas Parish Hall|23 Dulwich Village|London|SE21 7BT|,https://www.eventbrite.co.uk/e/solo-craft-fair-dulwich-spring-market-tickets-96067603789?aff=ebdssbdestsearch,community,Free
comfort zone challenges'london #1,Fri| Apr 17| 17:30,Hanover Square (near Oxford Street Underground Station)|Hanover Square|London|10245|,https://www.eventbrite.com/e/comfort-zone-challengeslondon-1-tickets-95281358107?aff=ebdssbdestsearch,community,Free
DevSpace Monthly - May,Sun| May 24| 09:00,Second Home Spitalfields|68 Hanbury Street|London|E1 5JL|,https://www.eventbrite.co.uk/e/devspace-monthly-may-tickets-98402982971?aff=ebdssbdestsearch,community,Free
Hay of Seaton : The Holocaust| Apartheid| and Dilemmas of Jewish Victimhood,Mon| Apr 27| 18:30,Imperial College London|Level 3 Sherfield Building|South Kensington Campus|London|,https://www.eventbrite.com/e/hay-of-seaton-the-holocaust-apartheid-and-dilemmas-of-jewish-victimhood-tickets-95243133777?aff=ebdssbdestsearch,community,Free
DevSpace Monthly - April,Sun| Apr 19| 09:00,Second Home Spitalfields|68 Hanbury Street|London|E1 5JL|,https://www.eventbrite.co.uk/e/devspace-monthly-april-tickets-98402700125?aff=ebdssbdestsearch,community,Free
Brixton Act of Remembrance #AAR 2020,Fri| Apr 17| 18:00,Iceland Foods|441-443 Brixton Road|London|SW9 8HE|,https://www.eventbrite.co.uk/e/brixton-act-of-remembrance-aar-2020-tickets-62801462866?aff=ebdssbdestsearch,community,Free
Full Moon Women’s Circle ~ CREATIVITY,Wed| Apr 8| 19:00,Mandorla Living Room|Dallington Street (full address will be emailed)|London|EC1V|,https://www.eventbrite.co.uk/e/full-moon-womens-circle-creativity-tickets-98400541669?aff=ebdssbdestsearch,community,Free
The Hole Hydranga Tour - London - 14+,Wed| May 13| 19:00,The Clapham Grand|Saint John's Hill|London|SW11 1TT|,https://www.eventbrite.co.uk/e/the-hole-hydranga-tour-london-14-tickets-89478704213?aff=ebdssbdestsearch,arts,From £22.04
Wimbledon Art Fair,Thu| May 14| 14:00,Wimbledon Art Studios • London,https://www.eventbrite.co.uk/e/wimbledon-art-fair-tickets-83591324903?aff=ebdssbdestsearch,arts,Check event for more detail
Adore Delano & La Demi - London - 14+ (Reserved Seating),Tue| Apr 14| 19:00,O2 Shepherd's Bush Empire|Shepherd's Bush Green|London|W12 8TT|,https://www.eventbrite.co.uk/e/adore-delano-la-demi-london-14-reserved-seating-tickets-84741930395?aff=ebdssbdestsearch,arts,From £27.56
Day of Heels & Feels: The Aliya Janell Edition,Sun| May 10| 10:00,Jacksons Lane Arts Centre|269A Archway Road|London|N6 5AA|,https://www.eventbrite.com/e/day-of-heels-feels-the-aliya-janell-edition-tickets-93694255039?aff=ebdssbdestsearch,arts,£97.61 - £129.95
Workshops are Beautiful full day: London| May 2020,Tue| May 5| 09:45,Cubic Theatre|London Transport Museum|Covent Garden Piazza|London|,https://www.eventbrite.co.uk/e/workshops-are-beautiful-full-day-london-may-2020-tickets-90940989949?aff=ebdssbdestsearch,arts,£0 - £349
Mary Bourke & Jonathan Mayor at Comedy Unleashed,Tue| Apr 14| 19:30,Backyard Comedy Club|231 Cambridge Heath Road|London|E2 0EL|,https://www.eventbrite.co.uk/e/mary-bourke-jonathan-mayor-at-comedy-unleashed-tickets-79452686123?aff=ebdssbdestsearch,arts,£9 - £17
Concert for Karen,Thu| May 14| 18:30,Orley Farm School|South Hill Avenue|Harrow|HA1 3NU|,https://www.eventbrite.co.uk/e/concert-for-karen-tickets-94177628823?aff=ebdssbdestsearch,"arts,music",£7.50
The Secrets of the Bedroom & the Boudoir,Wed| Jun 24| 09:00,The British Academy|10-11 Carlton House Terrace|London|SW1Y 5AH|,https://www.eventbrite.co.uk/e/the-secrets-of-the-bedroom-the-boudoir-tickets-92888813943?aff=ebdssbdestsearch,arts,£60 - £178
KLUB KIDS London: Divina de Campo (14+),Sun| May 31| 19:00,The Clapham Grand|Saint John's Hill|London|SW11 1TT|,https://www.eventbrite.com/e/klub-kids-london-divina-de-campo-14-tickets-97153551889?aff=ebdssbdestsearch,arts,From £16.70
PARALLAX ART FAIR JULY 2020 (Saturday) Kensington,Sat| Jul 4| 11:00,Kensington Town Hall|Hornton St (off Kensington High Street)|Kensington|London|,https://www.eventbrite.com/e/parallax-art-fair-july-2020-saturday-kensington-tickets-95092190301?aff=ebdssbdestsearch,arts,Free
Children's Summer Classes 2020,Mon| Jul 20| 10:00,Royal Academy of Dance|36 Battersea Square|SW11 3RA|,https://www.eventbrite.co.uk/e/childrens-summer-classes-2020-registration-84902853721?aff=ebdssbdestsearch,arts,£112.50
‘Marry Me Now| Love Me Later’ - The Play,Fri| Apr 17| 19:00 + 2 more events,Tower Theatre Company|16 Northwold Road|London|N16 7HR|,https://www.eventbrite.com/e/marry-me-now-love-me-later-the-play-tickets-94670940331?aff=ebdssbdestsearch,arts,£17.84
Photography Beyond the Image Symposium,Sat| Apr 25| 09:45,University of Westminster|309 Regent Street|London|W1B 2HW|,https://www.eventbrite.co.uk/e/photography-beyond-the-image-symposium-tickets-92756221355?aff=ebdssbdestsearch,arts,Free
Adult Summer Course 2020,Mon| Jul 13| 18:00,Royal Academy of Dance|36 Battersea Square|London|SW11 3RA|,https://www.eventbrite.co.uk/e/adult-summer-course-2020-registration-84260077159?aff=ebdssbdestsearch,arts,£57 - £84.50
OUT OF THIS WORLD,Tue| Jun 23| 19:30,Greenwood Theatre|55 Weston Street|London|SE1 3RA|,https://www.eventbrite.co.uk/e/out-of-this-world-tickets-80634482909?aff=ebdssbdestsearch,arts,From £13.52
The S Word: Stanislavsky and The Media,Thu| Apr 23| 16:00,London South Bank University|K2 Building|Keyworth Street|London|,https://www.eventbrite.co.uk/e/the-s-word-stanislavsky-and-the-media-tickets-85098252163?aff=ebdssbdestsearch,arts,From £80.54
J’s Dance Factory Forest Hill Awards Presentation 2020,Sun| Apr 19| 15:00,Tudor Livesey Memorial Hall|225 Perry Hill|London|SE6 4HD|,https://www.eventbrite.co.uk/e/js-dance-factory-forest-hill-awards-presentation-2020-tickets-93781921251?aff=ebdssbdestsearch,arts,£0 - £12.45
Retail Therapy,Wed| Apr 8| 19:00,Milton Court Theatre|1 Milton Street|London|EC2Y 9BH|,https://www.eventbrite.co.uk/e/retail-therapy-tickets-91481127515?aff=ebdssbdestsearch,arts,Free
Paper Aeroplanes - Y7 Play - 7th May,Thu| May 7| 19:00,The Fiennes Theatre • London,https://www.eventbrite.co.uk/e/paper-aeroplanes-y7-play-7th-may-tickets-93885204173?aff=ebdssbdestsearch,arts,Check event for more detail
PARALLAX ART FAIR JULY 2020 (Sunday) Kensington,Sun| Jul 5| 11:00,Kensington Town Hall|Hornton St (off Kensington High Street)|Kensington|London|,https://www.eventbrite.com/e/parallax-art-fair-july-2020-sunday-kensington-tickets-95092346769?aff=ebdssbdestsearch,arts,Free
Lee Hurst at Comedy Unleashed,Tue| May 12| 19:30,Backyard Comedy Club|231 Cambridge Heath Road|London|E2 0EL|,https://www.eventbrite.co.uk/e/lee-hurst-at-comedy-unleashed-tickets-94999629449?aff=ebdssbdestsearch,arts,£9 - £17
Malcolm McLaren. A talk by Paul Gorman,Thu| Apr 23| 19:30,Chapel| Highgate Cemetery|Swains Lane|London|N6 6PJ|,https://www.eventbrite.co.uk/e/malcolm-mclaren-a-talk-by-paul-gorman-tickets-85629613479?aff=ebdssbdestsearch,arts,£10
RIBA + VitrA Talk: Neri&Hu,Tue| Apr 28| 19:00,Royal Institute of British Architects|66 Portland Place|Westminster|London|,https://www.eventbrite.co.uk/e/riba-vitra-talk-nerihu-tickets-95886612439?aff=ebdssbdestsearch,arts,£4.50 - £12
LONDON | Jamie Workshop,Sun| Jul 5| 10:00,Siobhan Davies Studios|85 Saint George's Road|London|SE1 6ER|,https://www.eventbrite.co.uk/e/london-jamie-workshop-tickets-94170300905?aff=ebdssbdestsearch,arts,£32.93
Opera at the Pub,Wed| Apr 15| 19:30,The George IV|185 Chiswick High Road|London|W4 2DR|,https://www.eventbrite.com/e/opera-at-the-pub-tickets-94367073457?aff=ebdssbdestsearch,arts,£19.99
Geoff Norcott at Comedy Unleashed,Tue| Jul 14| 19:30,Backyard Comedy Club|231 Cambridge Heath Road|London|E2 0EL|,https://www.eventbrite.co.uk/e/geoff-norcott-at-comedy-unleashed-tickets-95002726713?aff=ebdssbdestsearch,arts,£9 - £17
International Dance Festival - Rich Mix,Sun| May 3| 17:00,Rich Mix|35-47 Bethnal Green Road|London|E1 6LA|,https://www.eventbrite.co.uk/e/international-dance-festival-rich-mix-tickets-90946105249?aff=ebdssbdestsearch,"arts,music,sports-and-fitness",Free
Postgraduate Open Evening - May 2020,Thu| May 7| 18:00,The Royal Central School of Speech and Drama|62-64 Eton Avenue|London|NW3 3HY|,https://www.eventbrite.co.uk/e/postgraduate-open-evening-may-2020-tickets-90167761201?aff=ebdssbdestsearch,arts,Free
The Kirtan Love Experience European Tour 2020,Tue| Jul 14| 19:30,Cecil Sharp House|2 Regent's Park Road|London|NW1 7AY|,https://www.eventbrite.co.uk/e/the-kirtan-love-experience-european-tour-2020-tickets-84265984829?aff=ebdssbdestsearch,arts,£40
Smashed up Paint: Susie Orbach in conversation with Frances Blane,Wed| May 20| 19:00,Freud Museum London|20 Maresfield Gardens|London|NW3 5SX|,https://www.eventbrite.co.uk/e/smashed-up-paint-susie-orbach-in-conversation-with-frances-blane-tickets-94133661315?aff=ebdssbdestsearch,arts,£12 - £15
Gagaku & Budo - Japanese Court Music and Martial Arts,Sun| Apr 19| 15:30,Logan Hall|20 Bedford Way|University College London|London|,https://www.eventbrite.co.uk/e/gagaku-budo-japanese-court-music-and-martial-arts-tickets-86494347923?aff=ebdssbdestsearch,arts,Free
Heels of Hell  2020 - London 14+,Wed| Oct 28| 19:00,O2 Forum Kentish Town|9-17 Highgate Road|London|NW5 1JY|,https://www.eventbrite.co.uk/e/heels-of-hell-2020-london-14-tickets-84534859039?aff=ebdssbdestsearch,arts,£33.06 - £130
Master Jam Fest 2020,Thu| Oct 1| 19:00,Hilton London Metropole|225 Edgware Road|London|W2 1JU|,https://www.eventbrite.co.uk/e/master-jam-fest-2020-tickets-74580467185?aff=ebdssbdestsearch,arts,£80 - £325
Summer Shakespeare 2020,Mon| Jul 13| 10:00,Royal Central School of Speech and Drama|Eton Avenue|London|NW3 3HY|,https://www.eventbrite.co.uk/e/summer-shakespeare-2020-tickets-82977533035?aff=ebdssbdestsearch,arts,£1|035
Summer Intensive Examination Syllabus Course 2020,Mon| Aug 17| 11:00,Royal Academy of Dance|36 Battersea Square|London|SW11 3RA|,https://www.eventbrite.co.uk/e/summer-intensive-examination-syllabus-course-2020-registration-85078994563?aff=ebdssbdestsearch,arts,£196
